PrimaryDI|submissionNumber|supplementNumber
00842188107689|K050681|000
00842188107672|K050681|000
00842188107665|K050681|000
00842188107658|K050681|000
00842188107641|K050681|000
00842188107634|K050681|000
00842188107627|K050681|000
00842188107610|K050681|000
00842188107603|K050681|000
00842188107597|K050681|000
00842188107580|K050681|000
00842188107573|K050681|000
00842188107566|K050681|000
00842188107559|K050681|000
00842188107542|K050681|000
00842188107535|K050681|000
00842188107528|K050681|000
00842188107511|K050681|000
00842188107504|K050681|000
00842188107498|K050681|000
00842188107481|K050681|000
00842188107474|K050681|000
00842188107467|K050681|000
00842188107450|K050681|000
00842188107443|K050681|000
00842188107436|K050681|000
00842188107429|K050681|000
00842188107412|K050681|000
00842188107405|K050681|000
00842188107399|K050681|000
00842188107382|K050681|000
00842188107375|K043263|000
00842188107368|K043263|000
00842188107351|K043263|000
00842188107344|K043263|000
00842188107337|K043263|000
00842188107320|K043263|000
00842188107313|K043263|000
00842188107306|K043263|000
00842188107290|K112794|000
00842188107283|K112794|000
00842188107276|K112794|000
00842188107269|K112794|000
00842188107252|K112794|000
00842188107245|K112794|000
00842188107238|K112794|000
00842188107221|K112794|000
00842188107214|K112794|000
00842188107207|K112794|000
00842188107191|K112794|000
00842188107184|K112794|000
00842188107177|K112794|000
00842188107160|K112794|000
00842188107153|K112794|000
00842188107146|K060041|000
00842188107139|K060041|000
00842188107122|K060041|000
00842188107115|K060041|000
00842188107108|K060041|000
00842188107092|K060041|000
00842188107085|K060041|000
00842188107078|K060041|000
00842188107061|K060041|000
00842188107054|K060041|000
00842188107047|K060041|000
00842188107030|K060041|000
00842188107023|K060041|000
00842188107016|K060041|000
00842188107009|K060041|000
00842188106996|K060041|000
00842188106989|K060041|000
00842188106972|K060041|000
00842188106965|K060041|000
00842188106958|K060041|000
00842188106941|K060041|000
00842188106934|K060041|000
00842188106927|K060041|000
00842188106910|K060041|000
00842188106903|K060041|000
00842188106897|K060041|000
00842188106880|K060041|000
00842188106873|K060041|000
00842188106866|K060041|000
00842188106859|K060041|000
00842188106842|K060041|000
00842188106835|K060041|000
00842188106828|K060041|000
00842188106811|K060041|000
00842188106804|K060041|000
00842188106798|K060041|000
00842188106781|K060041|000
00842188106774|K060041|000
00842188106767|K060041|000
00842188106750|K060041|000
00842188106743|K060041|000
00842188106736|K060041|000
00842188106729|K060041|000
00842188106712|K060041|000
00842188106705|K060041|000
00842188106699|K060041|000
00842188106682|K060041|000
00842188106675|K060041|000
00842188106668|K060041|000
00842188106651|K060041|000
00842188106644|K060041|000
00842188106637|K060041|000
00842188106620|K060041|000
00842188106613|K060041|000
00842188106606|K060041|000
00842188106590|K060041|000
00842188106583|K060041|000
00842188106576|K060041|000
00842188106569|K060041|000
00842188106552|K060041|000
00842188106545|K060041|000
00842188106538|K060041|000
00842188106521|K060041|000
00842188106514|K060041|000
00842188106507|K060041|000
00842188106491|K060041|000
00842188106484|K060041|000
00842188106477|K060041|000
00842188106460|K060041|000
00842188106453|K060041|000
00842188106446|K060041|000
00842188106439|K060041|000
00842188106422|K060041|000
00842188106415|K060041|000
00842188106408|K060041|000
00842188106392|K060041|000
00842188106385|K060041|000
00842188106378|K060041|000
00842188106361|K060041|000
00842188106354|K060041|000
00842188106347|K060041|000
00842188106330|K060041|000
00842188106323|K060041|000
00842188106316|K060041|000
00842188106309|K060041|000
00842188106293|K060041|000
00842188106286|K060041|000
00842188106279|K060041|000
00842188106262|K060041|000
00842188106255|K060041|000
00842188106248|K060041|000
00842188106231|K060041|000
00842188106224|K060041|000
00842188106217|K060041|000
00842188106200|K060041|000
00842188106194|K060041|000
00842188106187|K060041|000
00842188106170|K060041|000
00842188106163|K060041|000
00842188106156|K060041|000
00842188106149|K060041|000
00842188106132|K060041|000
00842188106125|K060041|000
00842188106118|K060041|000
00842188106101|K060041|000
00842188106095|K060041|000
00842188106088|K050681|000
00842188106071|K050681|000
00842188106064|K050681|000
00842188106057|K050681|000
00842188106040|K050681|000
00842188106033|K050681|000
00842188106026|K050681|000
00842188106019|K050681|000
00842188106002|K050681|000
00842188105999|K050681|000
00842188105982|K050681|000
00842188105975|K050681|000
00842188105968|K050681|000
00842188105951|K050681|000
00842188105944|K050681|000
00842188105937|K050681|000
00842188105920|K050681|000
00842188105913|K050681|000
00842188105906|K050681|000
00842188105890|K050681|000
00842188105883|K050681|000
00842188105876|K050681|000
00842188105869|K050681|000
00842188105852|K050681|000
00842188105845|K050681|000
00842188105838|K050681|000
00842188105821|K050681|000
00842188105814|K050681|000
00842188105807|K050681|000
00842188105791|K050681|000
00842188105784|K050681|000
00842188105777|K050681|000
00842188105760|K050681|000
00842188105753|K050681|000
00842188105746|K050681|000
00842188105739|K050681|000
00842188105722|K050681|000
00842188105715|K050681|000
00842188105708|K050681|000
00842188105692|K050681|000
00842188105685|K050681|000
00842188105678|K050681|000
00842188105661|K050681|000
00842188105654|K050681|000
00842188105647|K050681|000
00842188105630|K050681|000
00842188105623|K050681|000
00842188105616|K050681|000
00842188105609|K050681|000
00842188105593|K050681|000
00842188105586|K050681|000
00842188105579|K050681|000
00842188105562|K050681|000
00842188105555|K050681|000
00842188105548|K050681|000
00842188105531|K050681|000
00842188105524|K050681|000
00842188105517|K050681|000
00842188105500|K050681|000
00842188105494|K050681|000
00842188105487|K050681|000
00842188105470|K050681|000
00842188105463|K050681|000
00842188105456|K050681|000
00842188105449|K050681|000
00842188105432|K050681|000
00842188105425|K050681|000
00842188105418|K093676|000
00842188105401|K093676|000
00842188105395|K093676|000
00842188105388|K093676|000
00842188105371|K093676|000
00842188105364|K060041|000
00842188105357|K060041|000
00842188105340|K060041|000
00842188105333|K060041|000
00842188105326|K060041|000
00842188105319|K060041|000
00842188105302|K060041|000
00842188105296|K060041|000
00842188105289|K060041|000
00842188105272|K060041|000
00842188105265|K060041|000
00842188105258|K060041|000
00842188105241|K060041|000
00842188105234|K060041|000
00842188105227|K060041|000
00842188105210|K060041|000
00842188105203|K093676|000
00842188105197|K093676|000
00842188105180|K093676|000
00842188105173|K093676|000
00842188105166|K093676|000
00842188105159|K093676|000
00842188105142|K093676|000
00842188105135|K093676|000
00842188105128|K093676|000
00842188105111|K093676|000
00842188105104|K093676|000
00842188105098|K093676|000
00842188105081|K093676|000
00842188105074|K093676|000
00842188105067|K093676|000
00842188105050|K093676|000
00842188105043|K093676|000
00842188105036|K093676|000
00842188105029|K093676|000
00842188105012|K093676|000
00842188105005|K093676|000
00842188104992|K093676|000
00842188104985|K093676|000
00842188104978|K093676|000
00842188104961|K093676|000
00842188104954|K093676|000
00842188104947|K093676|000
00842188104930|K093676|000
00842188104923|K093676|000
00842188104916|K093676|000
00842188104909|K093676|000
00842188104893|K093676|000
00842188104886|K093676|000
00842188104879|K093676|000
00842188104862|K093676|000
00842188104855|K093676|000
00842188104848|K093676|000
00842188104831|K093676|000
00842188104824|K093676|000
00842188104817|K093676|000
00842188104800|K093676|000
00842188104794|K093676|000
00842188104787|K093676|000
00842188104770|K093676|000
00842188104763|K093676|000
00842188104756|K093676|000
00842188104749|K093676|000
00842188104732|K093676|000
00842188104725|K093676|000
00842188104718|K093676|000
00842188104701|K093676|000
00842188104695|K093676|000
00842188104688|K093676|000
00842188104671|K093676|000
00842188104664|K093676|000
00842188104657|K093676|000
00842188104640|K093676|000
00842188104633|K093676|000
00842188104626|K093676|000
00842188104619|K093676|000
00842188104602|K093676|000
00842188104596|K093676|000
00842188104589|K093676|000
00842188104572|K060041|000
00842188104565|K060041|000
00842188104558|K060041|000
00842188104541|K060041|000
00842188104534|K060041|000
00842188104527|K060041|000
00842188104510|K050681|000
00842188104503|K050681|000
00842188104497|K050681|000
00842188104480|K050681|000
00842188104473|K050681|000
00842188104466|K050681|000
00842188104459|K050681|000
00842188104442|K050681|000
00842188104435|K050681|000
00842188104428|K050681|000
00842188104411|K050681|000
00842188104404|K050681|000
00842188104398|K050681|000
00842188104381|K050681|000
00842188104374|K050681|000
00842188104367|K050681|000
00842188104350|K050681|000
00842188104343|K050681|000
00842188104336|K050681|000
00842188104329|K050681|000
00842188104312|K050681|000
00842188104305|K050681|000
00842188104299|K050681|000
00842188104282|K050681|000
00842188104275|K050681|000
00842188104268|K050681|000
00842188104251|K050681|000
00842188104244|K050681|000
00842188104237|K050681|000
00842188104220|K050681|000
00842188104213|K050681|000
00842188104206|K050681|000
00842188104190|K050681|000
00842188104183|K050681|000
00842188104176|K050681|000
00842188104169|K050681|000
00842188104152|K050681|000
00842188104145|K050681|000
00842188104138|K050681|000
00842188104121|K050681|000
00842188104114|K050681|000
00842188104107|K050681|000
00842188104091|K050681|000
00842188104084|K050681|000
00842188104077|K050681|000
00842188104060|K050681|000
00842188104053|K050681|000
00842188104046|K050681|000
00842188104039|K093676|000
00842188104022|K093676|000
00842188104015|K093676|000
00842188104008|K093676|000
00842188103995|K093676|000
00842188103988|K093676|000
00842188103971|K093676|000
00842188103964|K093676|000
00842188103957|K093676|000
00842188103940|K093676|000
00842188103933|K093676|000
00842188103926|K093676|000
00842188103919|K093676|000
00842188103902|K093676|000
00842188103896|K093676|000
00842188103889|K093676|000
00842188103872|K093676|000
00842188103865|K093676|000
00842188103858|K093676|000
00842188103841|K093676|000
00842188103834|K093676|000
00842188103827|K093676|000
00842188103810|K093676|000
00842188103803|K093676|000
00842188103797|K093676|000
00842188103780|K093676|000
00842188103773|K093676|000
00842188103766|K093676|000
00842188103759|K093676|000
00842188103742|K093676|000
00842188103735|K093676|000
00842188103728|K093676|000
00842188103711|K093676|000
00842188103704|K093676|000
00842188103698|K093676|000
00842188103681|K093676|000
00842188103674|K093676|000
00842188103667|K093676|000
00842188103650|K093676|000
00842188103643|K093676|000
00842188103636|K093676|000
00842188103629|K093676|000
00842188103612|K093676|000
00842188103605|K093676|000
00842188103599|K093676|000
00842188103582|K093676|000
00842188103575|K093676|000
00842188103568|K093676|000
00842188103551|K093676|000
00842188103544|K093676|000
00842188103537|K093676|000
00842188103520|K093676|000
00842188103513|K093676|000
00842188103506|K093676|000
00842188103490|K093676|000
00842188103483|K093676|000
00842188103476|K093676|000
00842188103469|K093676|000
00842188103452|K093676|000
00842188103445|K093676|000
00842188103438|K093676|000
00842188103421|K093676|000
00842188103414|K093676|000
00842188103407|K050681|000
00842188103391|K050681|000
00842188103384|K050681|000
00842188103377|K050681|000
00842188103360|K050681|000
00842188103353|K050681|000
00842188103346|K050681|000
00842188103339|K050681|000
00842188103322|K050681|000
00842188103315|K050681|000
00842188103308|K050681|000
00842188103292|K050681|000
00842188103285|K050681|000
00842188103278|K050681|000
00842188103261|K050681|000
00842188103254|K050681|000
00842188103247|K050681|000
00842188103230|K050681|000
00842188103223|K050681|000
00842188103216|K050681|000
00842188103209|K050681|000
00842188103193|K050681|000
00842188103186|K050681|000
00842188103179|K050681|000
00842188103162|K050681|000
00842188103155|K050681|000
00842188103148|K050681|000
00842188103131|K050681|000
00842188103124|K050681|000
00842188103117|K050681|000
00842188103100|K050681|000
00842188103094|K050681|000
00842188103087|K050681|000
00842188103070|K050681|000
00842188103063|K050681|000
00842188103056|K050681|000
00842188103049|K050681|000
00842188103032|K050681|000
00842188103025|K050681|000
00842188103018|K050681|000
00842188103001|K050681|000
00842188102998|K050681|000
00842188102981|K050681|000
00842188102974|K050681|000
00842188102967|K050681|000
00842188102950|K050681|000
00842188102943|K050681|000
00842188102936|K050681|000
00842188102929|K050681|000
00842188102912|K050681|000
00842188102905|K050681|000
00842188102899|K050681|000
00842188102882|K050681|000
00842188102875|K050681|000
00842188102868|K050681|000
00842188102851|K050681|000
00842188102844|K050681|000
00842188102837|K093676|000
00842188102820|K093676|000
00842188102813|K093676|000
00842188102806|K093676|000
00842188102790|K093676|000
00842188102783|K093676|000
00842188102776|K093676|000
00842188102769|K093676|000
00842188102752|K093676|000
00842188102745|K093676|000
00842188102738|K093676|000
00842188102721|K093676|000
00842188102714|K093676|000
00842188102707|K093676|000
00842188102691|K093676|000
00842188102684|K093676|000
00842188102677|K093676|000
00842188102660|K093676|000
00842188102653|K093676|000
00842188102646|K093676|000
00842188102639|K093676|000
00842188102622|K093676|000
00842188102615|K093676|000
00842188102608|K093676|000
00842188102592|K093676|000
00842188102585|K093676|000
00842188102578|K093676|000
00842188102561|K093676|000
00842188102554|K093676|000
00842188102547|K093676|000
00842188102530|K093676|000
00842188102523|K093676|000
00842188102516|K093676|000
00842188102509|K093676|000
00842188102493|K093676|000
00842188102486|K093676|000
00842188102479|K093676|000
00842188102462|K093676|000
00842188102455|K093676|000
00842188102448|K093676|000
00842188102431|K093676|000
00842188102424|K093676|000
00842188102417|K093676|000
00842188102400|K093676|000
00842188102394|K093676|000
00842188102387|K093676|000
00842188102370|K093676|000
00842188102363|K093676|000
00842188102356|K050681|000
00842188102349|K050681|000
00842188102332|K050681|000
00842188102325|K050681|000
00842188102318|K050681|000
00842188102301|K050681|000
00842188102295|K050681|000
00842188102288|K050681|000
00842188102271|K050681|000
00842188102264|K050681|000
00842188102257|K050681|000
00842188102240|K050681|000
00842188102233|K050681|000
00842188102226|K050681|000
00842188102219|K050681|000
00842188102202|K050681|000
00842188102196|K050681|000
00842188102189|K050681|000
00842188102172|K050681|000
00842188102165|K050681|000
00842188102158|K050681|000
00842188102141|K050681|000
00842188102134|K050681|000
00842188102127|K050681|000
00842188102110|K050681|000
00842188102103|K050681|000
00842188102097|K050681|000
00842188102080|K050681|000
00842188102073|K050681|000
00842188102066|K050681|000
00842188102059|K050681|000
00842188102042|K050681|000
00842188102035|K050681|000
00842188102028|K050681|000
00842188102011|K050681|000
00842188102004|K050681|000
00842188101991|K050681|000
00842188101984|K050681|000
00842188101977|K050681|000
00842188101960|K050681|000
00842188101953|K050681|000
00842188101946|K050681|000
00842188101939|K050681|000
00842188101922|K050681|000
00842188101915|K050681|000
00842188101908|K050681|000
00842188101892|K050681|000
00842188101885|K050681|000
00842188101878|K050681|000
00842188101861|K050681|000
00842188101854|K050681|000
00842188101847|K050681|000
00842188101830|K050681|000
00842188101823|K050681|000
00842188101816|K951302|000
00842188101809|K951302|000
00842188101793|K951302|000
00842188101786|K951302|000
00842188101779|K951302|000
00842188101762|K951302|000
00842188101755|K951302|000
00842188101748|K951302|000
00842188101731|K951302|000
00842188101724|K951302|000
00842188101717|K040112|000
00842188101700|K040112|000
00842188101694|K040112|000
00842188101687|K040112|000
00842188101670|K040112|000
00842188101663|K040112|000
00842188101656|K040112|000
00842188101649|K040112|000
00842188101632|K040112|000
00842188101625|K040112|000
00842188101618|K040112|000
00842188101601|K040112|000
00842188101595|K040112|000
00842188101588|K040112|000
00842188101571|K040112|000
00842188101564|K040112|000
00842188101557|K040112|000
00842188101540|K040112|000
00842188101533|K043263|000
00842188101526|K043263|000
00842188101519|K060041|000
00842188101502|K060041|000
00842188101496|K060041|000
00842188101489|K060041|000
00842188101472|K060041|000
00842188101465|K060041|000
00842188101458|K060041|000
00842188101441|K060041|000
00842188101434|K060041|000
00842188101427|K060041|000
00842188101410|K060041|000
00842188101403|K060041|000
00842188101397|K060041|000
00842188101380|K060041|000
00842188101373|K060041|000
00842188101366|K060041|000
00842188101359|K050681|000
00842188101342|K102785|000
00842188101335|K102785|000
00842188101328|K102785|000
00842188101311|K060041|000
00842188101304|K060041|000
00842188101298|K060041|000
00842188101281|K060041|000
00842188101274|K060041|000
00842188101267|K050681|000
00842188101250|K050681|000
00842188101243|K050681|000
00842188101236|K050681|000
00842188101229|K050681|000
00842188101212|K050681|000
00842188101205|K050681|000
00842188101199|K050681|000
00842188101182|K050681|000
00842188101175|K050681|000
00842188101168|K050681|000
00842188101151|K050681|000
00842188101144|K050681|000
00842188101137|K050681|000
00842188101120|K050681|000
00842188101113|K050681|000
00842188101106|K050681|000
00842188101090|K050681|000
00842188101083|K050681|000
00842188101076|K050681|000
00842188101069|K050681|000
00842188101052|K050681|000
00842188101045|K050681|000
00842188101038|K050681|000
00842188101021|K050681|000
00842188101014|K951302|000
00842188101007|K951302|000
00842188100994|K951302|000
00842188100987|K951302|000
00842188100970|K951302|000
00842188100963|K951302|000
00842188100956|K060041|000
00842188100949|K060041|000
00842188100932|K060041|000
00842188100925|K060041|000
00842188100918|K060041|000
00842188100901|K060041|000
00842188100895|K060041|000
00842188100888|K060041|000
00842188100871|K060041|000
00842188100864|K060041|000
00842188100857|K060041|000
00842188100840|K060041|000
00842188100833|K060041|000
00842188100826|K060041|000
00842188100819|K060041|000
00842188100802|K060041|000
00842188100796|K060041|000
00842188100789|K060041|000
00842188100772|K060041|000
00842188100765|K060041|000
00842188100758|K060041|000
00842188100741|K050681|000
00842188100734|K050681|000
00842188100727|K050681|000
00842188100710|K050681|000
00842188100703|K050681|000
00842188100697|K050681|000
00842188100680|K050681|000
00842188100673|K050681|000
00842188100666|K050681|000
00842188100659|K050681|000
00842188100642|K050681|000
00842188100635|K050681|000
00842188100628|K050681|000
00842188100611|K050681|000
00842188100604|K050681|000
00842188100598|K050681|000
00842188100581|K050681|000
00842188100574|K050681|000
00842188100567|K050681|000
00842188100550|K050681|000
00842188100543|K050681|000
00842188100536|K050681|000
00842188100529|K050681|000
00842188100512|K050681|000
00842188100505|K050681|000
00842188100499|K050681|000
00842188100482|K050681|000
00842188100475|K050681|000
00842188100468|K050681|000
00842188100451|K050681|000
00842188100444|K050681|000
00842188100437|K050681|000
00842188100420|K112509|000
00842188100413|K112509|000
00842188100406|K112509|000
00842188100390|K112509|000
00842188100383|K112509|000
00842188100376|K112509|000
00842188100369|K112509|000
00842188100352|K112509|000
00842188100345|K112509|000
00842188100338|K112509|000
00842188100321|K112509|000
00842188100314|K112509|000
00842188100307|K112509|000
00842188100291|K112509|000
00842188100284|K112509|000
00842188100277|K112509|000
00842188100260|K112509|000
00842188100253|K112509|000
00842188100246|K112509|000
00842188100239|K060041|000
00842188100222|K060041|000
00842188100215|K060041|000
00842188100208|K060041|000
00842188100192|K060041|000
00842188100185|K060041|000
00842188100178|K060041|000
00842188100161|K060041|000
00842188100154|K060041|000
00842188100147|K060041|000
00842188100130|K060041|000
00842188100123|K060041|000
00842188100116|K951302|000
00842188100109|K951302|000
00842188100093|K951302|000
00842188100086|K951302|000
00842188100079|K951302|000
00842188100062|K951302|000
00842188100055|K951302|000
00842188100048|K951302|000
00842188100031|K951302|000
00842188100024|K951302|000
00842188100017|K951302|000
00842188100000|K951302|000
00842180138377|K181173|000
00842180137509|K181173|000
00842180137455|K181173|000
